Parking ID,Car Park Name (English),Car Park Name (Traditional Chinese),Car Park Name (Simplified Chinese),Basic Information,Parking Vacancy Data
TDC14P4336,Hong Keung Car Park,康強停車場,康强停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p4336.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p4336.json
TDC14P4337,Tung Tau II Car Park A,東頭二(A)停車場,东头二(A)停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p4337.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p4337.json
TDC14P4352,Lok Fu Estate Car Park ,樂富邨停車場,乐富邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p4352.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p4352.json
TDC14P5128,TKO Gateway Car Park West,TKO Gateway 西翼停車場,TKO Gateway 西翼停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5128.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5128.json
TDC14P5129,TKO Gateway Car Park East,TKO Gateway 東翼停車場,TKO Gateway 东翼停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5129.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5129.json
TDC14P5132,Wo Ming Car Park ,和明停車場,和明停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5132.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5132.json
TDC14P5135,Yan Ming Court Car Park ,欣明停車場,欣明停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5135.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5135.json
TDC14P5136,Ying Ming Court Car Park ,英明停車場,英明停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5136.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5136.json
TDC14P5137,Po Lam Car Park ,寶林停車場,宝林停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5137.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5137.json
TDC14P5406,Wah Lai Car Park,華荔停車場,华荔停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5406.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5406.json
TDC14P5408,Un Chau Car Park,元州停車場,元州停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5408.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5408.json
TDC14P5419,Fu Cheong Car Park A ,富昌A停車場,富昌A停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5419.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5419.json
TDC14P5421,Nam Cheong Car Park ,南昌停車場,南昌停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5421.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5421.json
TDC14P5528,Chuk Yuen (S) Car Park,竹園南停車場(多層),竹园南停车场(多层),https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5528.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5528.json
TDC14P5532,Temple Mall North Car Park,黃大仙中心 北館 停車場,黄大仙中心 北馆 停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5532.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5532.json
TDC14P5534,Temple Mall South Car Park A,黃大仙中心 南館 A停車場,黄大仙中心 南馆 A停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5534.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5534.json
TDC14P5535,Temple Mall South Car Park B,黃大仙中心 南館 B停車場,黄大仙中心 南馆 B停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5535.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5535.json
TDC14P5536,Wong Tai Sin SC Lower II Car Park,黃大仙二區有蓋停車場,黄大仙二区有盖停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5536.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5536.json
TDC14P5718,Ning Fung Car Park,寧峰停車場,宁峰停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5718.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5718.json
TDC14P5727,Yin Lai Car Park ,賢麗停車場,贤丽停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5727.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5727.json
TDC14P5904,Ying Fuk Car Park,盈福停車場,盈福停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p5904.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p5904.json
TDC14P6401,Stanley Plaza Car Park ,赤柱廣場停車場,赤柱广场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6401.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6401.json
TDC14P6601,Sau Mau Ping SC Car Park ,秀茂坪商場停車場,秀茂坪商场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6601.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6601.json
TDC14P6602,Sau Mau Ping Phase 15 Car Park ,秀茂坪15期停車場,秀茂坪15期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6602.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6602.json
TDC14P6603,Sau Mau Ping Phase 1 Car Park,秀茂坪1期停車場,秀茂坪1期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6603.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6603.json
TDC14P6604,Sau Mau Ping Phase 3 Car Park ,秀茂坪3期停車場,秀茂坪3期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6604.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6604.json
TDC14P6605,Po Tat Car Park A ,寶達 A停車場,宝达 A停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6605.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6605.json
TDC14P6606,Po Tat Car Park B and C ,寶達 B & C停車場,宝达 B & C停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6606.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6606.json
TDC14P6607,Hiu Lai Car Park ,曉麗停車場,晓丽停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6607.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6607.json
TDC14P6608,Cheung Fat Car Park ,長發停車場,长发停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6608.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6608.json
TDC14P6609,Ching Wang Court Car Park,青宏停車場,青宏停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6609.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6609.json
TDC14P6610,Cheung On Phase 1 Car Park ,長安1期停車場,长安1期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6610.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6610.json
TDC14P6611,Cheung On Phase 2 Car Park ,長安2期停車場,长安2期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6611.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6611.json
TDC14P6620,Ching Wah Court Car Park ,青華停車場,青华停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6620.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6620.json
TDC14P6639,Lok Wah (S) MS Car Park,樂華南-多層停車場,乐华南-多层停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6639.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6639.json
TDC14P6640,Lok Wah (N) CPA,樂華北A,乐华北A,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6640.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6640.json
TDC14P6641,Lok Wah (N) B Car Park ,樂華北B停車場,乐华北B停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6641.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6641.json
TDC14P6643,Upper Ngau Tau Kok Ph1 Car Park,牛頭角上1期停車場,牛头角上1期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6643.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6643.json
TDC14P6645,Cheung Wang Car Park ,長宏停車場,长宏停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6645.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6645.json
TDC14P6713,Kwai Hong Car Park,葵康停車場,葵康停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6713.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6713.json
TDC14P6728,Yat Tung Car Park 2 & 3 (Sin Yat) ,逸東2號及3號(善逸)停車場,逸东2号及3号(善逸)停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6728.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6728.json
TDC14P6729,Yat Tung Car Park 1 (Mei Yat) ,逸東1號(美逸)停車場,逸东1号(美逸)停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6729.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6729.json
TDC14P6730,Fu Tung Car Park A ,富東A停車場,富东A停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p6730.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p6730.json
TDC14P7542,Tsui Ping North Phase 1 Car Park ,翠屏北 1 號停車場,翠屏北 1 号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7542.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7542.json
TDC14P7543,Tsui Ping South Car Park,翠屏南停車場,翠屏南停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7543.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7543.json
TDC14P7545,Po Pui Car Park,寶珮停車場,宝珮停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7545.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7545.json
TDC14P7622,Tsz Wan Shan Centre Car Park ,慈雲山中心停車場,慈云山中心停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7622.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7622.json
TDC14P7623,Tsz Oi Car Park,慈愛停車場,慈爱停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7623.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7623.json
TDC14P7628,Tsz Man Car Park,慈民停車場,慈民停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7628.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7628.json
TDC14P7629,Fung Tak Car Park ,鳳德停車場,凤德停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7629.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7629.json
TDC14P7632,Tsz Lok Phase 1 Car Park ,慈樂1期停車場,慈乐1期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7632.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7632.json
TDC14P7633,Tsz Lok Phase 2 Car Park ,慈樂2期停車場,慈乐2期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7633.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7633.json
TDC14P7636,Tsz Lok Phase 3 Car Park ,慈樂3期停車場,慈乐3期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7636.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7636.json
TDC14P7645,Fung Lai Car Park,鳳禮停車場,凤礼停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7645.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7645.json
TDC14P7646,King Lai Car Park,瓊麗停車場,琼丽停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7646.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7646.json
TDC14P7732,Choi Wan Car Park A,彩雲A停車場,彩云A停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7732.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7732.json
TDC14P7733,Choi Wan Car Park B & C,"彩雲B,C停車場","彩云B,C停车场",https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7733.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7733.json
TDC14P7737,Shun Lee Car Park A ,順利A停車場,顺利A停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7737.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7737.json
TDC14P7739,Shun Lee Car Park B ,順利B停車場,顺利B停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7739.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7739.json
TDC14P7740,Shun Lee Car Park C,順利C停車場,顺利C停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7740.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7740.json
TDC14P7742,Shun On Car Park ,順安停車場,顺安停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p7742.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p7742.json
TDC14P8423,Oi Man Car Park ,愛民停車場,爱民停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p8423.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p8423.json
TDC14P8424,Ho Man Tin Car Park ,何文田停車場,何文田停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p8424.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p8424.json
TDC14P8426,Hung Hom Car Park ,紅磡停車場,红磡停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p8426.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p8426.json
TDC14P8428,Hoi Fu Car Park ,海富停車場,海富停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p8428.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p8428.json
TDC14P8502,Butterfly Inner Car Park,蝴蝶停車場,蝴蝶停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p8502.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p8502.json
TDC14P8511,Sam Shing Car Park ,三聖停車場,三圣停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p8511.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p8511.json
TDC14P8888,The Quayside Car Park,海濱匯停車場,海滨汇停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc14p8888.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc14p8888.json
TDC150P1,Ying Tung Estate Carpark,迎東邨停車場,迎东邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc150p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc150p1.json
TDC151P1,Kai Chuen Court Carpark,啟鑽苑停車場,启钻苑停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc151p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc151p1.json
TDC153P1,New Territories (Shatin) Forensic Medicine Centre,新界 (沙田)法醫學大樓,新界 (沙田)法医学大楼,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc153p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc153p1.json
TDC157P1,Ma Tau Wai Estate Car Park,馬頭圍邨停車場,马头围邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc157p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc157p1.json
TDC158P1,Shek Mun Estate Phase 1 Car park,碩門邨一期停車場,硕门邨一期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc158p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc158p1.json
TDC158P2,Shek Mun Estate Phase 2 Car park,碩門邨二期停車場,硕门邨二期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc158p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc158p2.json
TDC159P1,Shek Kip Mei Estate (Phase 6) Car Park,石硤尾邨第六期停車場,石硖尾邨第六期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc159p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc159p1.json
TDC15P1,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 1,港珠澳大橋香港口岸1號停車場,港珠澳大桥香港口岸1号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc15p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc15p1.json
TDC15P2,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 2,港珠澳大橋香港口岸2號停車場,港珠澳大桥香港口岸2号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc15p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc15p2.json
TDC15P3,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 3,港珠澳大橋香港口岸3號停車場,港珠澳大桥香港口岸3号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc15p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc15p3.json
TDC15P4,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 4,港珠澳大橋香港口岸4號停車場,港珠澳大桥香港口岸4号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc15p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc15p4.json
TDC15P5,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 5,港珠澳大橋香港口岸5號停車場,港珠澳大桥香港口岸5号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc15p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc15p5.json
TDC166P1,Phase 1 Carpark of Tin Ching Estate,天晴邨第一期停車場,天晴邨第一期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc166p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc166p1.json
TDC166P2,Phase 2 Carpark of Tin Ching Estate,天晴邨第二期停車場,天晴邨第二期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc166p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc166p2.json
TDC166P3,Phase 3 Carpark of Tin Ching Estate,天晴邨第三期停車場,天晴邨第三期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc166p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc166p3.json
TDC168P1,The Twins Carpark Tower I,雙子匯1座停車場,双子汇1座停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc168p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc168p1.json
TDC173P1,Choi Po Court Car Park,彩蒲苑停車場,彩蒲苑停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc173p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc173p1.json
TDC177P1,KTR350 Car Park,KTR350 停車場,KTR350 停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc177p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc177p1.json
TDC17P1,WKCD Xiqu Centre Car Park,西九文化區戲曲中心停車場,西九文化区戏曲中心停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc17p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc17p1.json
TDC17P2,Art Park Car Park,藝術公園停車場,艺术公园停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc17p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc17p2.json
TDC17P3,West Gate Open Car Park,西閘露天停車場,西闸露天停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc17p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc17p3.json
TDC1P1,LEE GARDEN ONE CAR PARK,利園一期停車場,利园一期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc1p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc1p1.json
TDC1P2,LEE GARDEN TWO CAR PARK,利園二期停車場,利园二期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc1p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc1p2.json
TDC1P3,LEIGHTON CAR PARK,禮頓中心停車場,礼顿中心停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc1p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc1p3.json
TDC1P4,Hysan Place Car Park,希慎廣場停車場,希慎广场停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc1p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc1p4.json
TDC1P5,Lee Garden Three Car Park,利園三期停車場,利园三期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc1p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc1p5.json
TDC20P1,Hong Kong Wetland Park Car Park,香港濕地公園停車場,香港湿地公园停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc20p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc20p1.json
TDC21P1,Peak Galleria,山頂廣場,山顶广场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc21p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc21p1.json
TDC22P1,Hong Kong Disneyland Car Park,香港迪士尼樂園私家車停車場,香港迪士尼乐园私家车停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc22p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc22p1.json
TDC248P1,Ka Fu Fong Public Car Park,嘉富坊公眾停車場,嘉富坊公众停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc248p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc248p1.json
TDC25P35,Technology Park,達利廣場,达利广场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p35.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p35.json
TDC25P36,Technology Plaza,科技中心,科技中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p36.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p36.json
TDC25P37,Sunshine Plaza,陽光廣場,阳光广场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p37.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p37.json
TDC25P38,Jumbo Court,珍寶閣,珍宝阁,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p38.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p38.json
TDC25P39,Sunley Centre,崇利中心,崇利中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p39.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p39.json
TDC25P40,Chai Wan Industrial City Phase I,柴灣工業城一期,柴湾工业城一期,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p40.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p40.json
TDC25P41,Chai Wan Industrial City Phase II,柴灣工業城二期,柴湾工业城二期,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p41.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p41.json
TDC25P42,Cornell Centre,港利中心,港利中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p42.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p42.json
TDC25P43,Tuen Mun Town Plaza Phase 2,屯門市廣場第二期,屯门市广场第二期,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p43.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p43.json
TDC25P44,Hewlett Centre,豐利中心,丰利中心,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p44.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p44.json
TDC25P46,Yue Man Square,裕民坊,裕民坊,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc25p46.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc25p46.json
TDC26P1,No.1 Lei Yue Mun Path Public Carpark ,鯉魚門徑1號公眾停車場,鲤鱼门径1号公众停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc26p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc26p1.json
TDC26P2,Pioneer Centre Car Park,始創中心停車場,始创中心停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc26p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc26p2.json
TDC27P1,Kowloon Tsai Park Carpark,九龍仔公園停車場,九龙仔公园停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc27p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc27p1.json
TDC28P1,Heung Yuen Wai BCP Public Car Park-Private Car & Motorcycle,香園圍口岸公眾停車場-私家車及電單車,香园围口岸公众停车场-私家车及电单车,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc28p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc28p1.json
TDC28P3,Heung Yuen Wai BCP Public Car Park-Light Goods Vehicle,香園圍邊境管制站公共停車場-輕型貨車,香园围边境管制站公共停车场-轻型货车,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc28p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc28p3.json
TDC29P1,Hong Kong Heritage Museum Carpark,香港文化博物館停車場,香港文化博物馆停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc29p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc29p1.json
TDC2P1,AIRPORT CAR PARK 1 (HOURLY),機場一號停車埸(時租),机场一号停车埸(时租),https://resource.data.one.gov.hk/td/carpark/basic_info_tdc2p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc2p1.json
TDC2P10,Airport Car Park - Light Goods Vehicle (HOURLY),機場停車場 - 輕型貨車(時租),机场停车场 - 轻型货车(时租),https://resource.data.one.gov.hk/td/carpark/basic_info_tdc2p10.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc2p10.json
TDC2P11,Airport Car Park - Light Goods Vehicle (LONG-TERM),機場停車場 - 輕型貨車(長期停放),机场停车场 - 轻型货车(长期停放),https://resource.data.one.gov.hk/td/carpark/basic_info_tdc2p11.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc2p11.json
TDC2P4,AIRPORT CAR PARK 4,機場四號停車埸,机场四号停车埸,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc2p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc2p4.json
TDC2P8,Airport Car Park - Urban & Lantau Taxi (HOURLY),機場停車場 - 市區及大嶼山的士(時租),机场停车场 - 市区及大屿山的士(时租),https://resource.data.one.gov.hk/td/carpark/basic_info_tdc2p8.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc2p8.json
