Parking ID,Car Park Name (English),Car Park Name (Traditional Chinese),Car Park Name (Simplified Chinese),Basic Information,Parking Vacancy Data
TDC8P11,MTR Ocean Park Station Car Park,港鐵海洋公園站停車場,港铁海洋公园站停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p11.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p11.json
TDC8P12,MTR Maritime Square 2 Car Park,港鐵青衣城二期停車場,港铁青衣城二期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p12.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p12.json
TDC8P14,MTR Tsuen Wan West Station Car Park,港鐵荃灣西站停車場,港铁荃湾西站停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p14.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p14.json
TDC8P15,MTR Kam Sheung Road Station Car Park,港鐵錦上路站停車場,港铁锦上路站停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p15.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p15.json
TDC8P16,The LOHAS,The LOHAS康城,The LOHAS康城,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p16.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p16.json
TDC8P2,MTR Kowloon Station Car Park,港鐵九龍站停車場,港铁九龙站停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p2.json
TDC8P3,MTR Hong Kong Station Car Park,港鐵香港站停車場,港铁香港站停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p3.json
TDC8P7,MTR Maritime Square Car Park,港鐵青衣城停車場,港铁青衣城停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p7.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p7.json
TDC8P8,Popcorn I Carpark,Popcorn 一期停車場,Popcorn 一期停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p8.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p8.json
TDC8P9,Paradise Mall Carpark,杏花新城停車場,杏花新城停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc8p9.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc8p9.json
TDC92P1,On Tai Estate Carpark,安泰邨停車場,安泰邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc92p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc92p1.json
TDC92P4,Model Housing Estate Carpark,模範邨停車場,模范邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc92p4.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc92p4.json
TDC92P5,Yue Fai Court Carpark,漁暉苑停車場,渔晖苑停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc92p5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc92p5.json
TDC92P6,Ching Ho Estate Car Park A,清河邨停車場 A,清河邨停车场 A,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc92p6.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc92p6.json
TDC92P7,Ching Ho Estate Car Park B,清河邨停車場 B,清河邨停车场 B,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc92p7.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc92p7.json
TDC93P1,Kai Ching Estate Car Park,啟晴邨停車場,启晴邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc93p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc93p1.json
TDC94P1,Sha Tin Town Hall Carpark,沙田大會堂停車場,沙田大会堂停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc94p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc94p1.json
TDC95P1,Queensway Government Offices,金鐘道政府合署,金钟道政府合署,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc95p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc95p1.json
TDC96P1,Nam Shan Estate Multi-storey Carpark,南山邨多層停車場,南山邨多层停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc96p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc96p1.json
TDC98P1,Yau Mei Court Carpark,油美苑停車場,油美苑停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc98p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc98p1.json
TDC99P1,Ping Shek Estate Carpark,坪石邨停車場,坪石邨停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc99p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc99p1.json
TDC9P3,Tai Po Complex Car Park,大埔綜合大樓停車場,大埔综合大楼停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdc9p3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdc9p3.json
TDCP10,Aberdeen Car Park,香港仔停車場,香港仔停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp10.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp10.json
TDCP11,Tin Hau Car Park,天后停車場,天后停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp11.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp11.json
TDCP12,Sheung Fung Street Car Park,雙鳳街停車場,双凤街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp12.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp12.json
TDCP2,Rumsey Street Car Park,林士街停車場,林士街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp2.json
TDCP3,Tsuen Wan Car Park,荃灣停車場,荃湾停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp3.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp3.json
TDCP5,City Hall Car Park,大會堂停車場,大会堂停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp5.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp5.json
TDCP6,Kwai Fong Car Park,葵芳停車場,葵芳停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp6.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp6.json
TDCP7,Kennedy Town Car Park,堅尼地城停車場,坚尼地城停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp7.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp7.json
TDCP8,Star Ferry Car Park,天星停車場,天星停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp8.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp8.json
TDCP9,Shau Kei Wan Car Park,筲箕灣停車場,筲箕湾停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdcp9.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdcp9.json
TDSTT100,Hoi Wah Road (II) Car Park,海華路 (II) 停車場,海华路 (II) 停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt100.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt100.json
TDSTT11,On Chun Street,鞍駿街,鞍骏街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt11.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt11.json
TDSTT12,Ping Ha Road,屏廈路,屏厦路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt12.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt12.json
TDSTT15,San On Street,新安街,新安街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt15.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt15.json
TDSTT16,Tsing Yin Street,青賢街,青贤街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt16.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt16.json
TDSTT17,Hoi Wah Road,海華路,海华路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt17.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt17.json
TDSTT21,Tuen Yee Street,屯義街,屯义街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt21.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt21.json
TDSTT22,SHEUNG FUNG STREET,雙鳳街,双凤街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt22.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt22.json
TDSTT24,Wo Hing Road,和興路,和兴路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt24.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt24.json
TDSTT25,Wing Lai Road,穎禮路,颖礼路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt25.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt25.json
TDSTT26,Castle Peak Road - Castle Peak Bay,青山公路 – 青山灣段,青山公路 – 青山湾段,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt26.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt26.json
TDSTT28,Sam Shing Street 4,三聖街 4,三圣街 4,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt28.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt28.json
TDSTT29,Wan Po Road,環保大道,环保大道,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt29.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt29.json
TDSTT2P2,Value Parking Shan Mei Street,威利停車場山尾街,威利停车场山尾街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt2p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt2p2.json
TDSTT30,Hoi Ting Road,海庭道,海庭道,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt30.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt30.json
TDSTT32,Junction of Tai Chung Kiu Road and On Sum Street,大涌橋路與安心街交界處,大涌桥路与安心街交界处,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt32.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt32.json
TDSTT33,Junction of Oi Yee Street and Hing Man Street,愛義街與興民街交界處,爱义街与兴民街交界处,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt33.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt33.json
TDSTT37,Mei Fuk Street,美福街,美福街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt37.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt37.json
TDSTT38,Man Lai Road,文禮路,文礼路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt38.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt38.json
TDSTT39,"Junction of Luen Fat Street, Luen Fu Street and Luen Yick Street",聯發街、聯富街與聯益街交界處,联发街、联富街与联益街交界处,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt39.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt39.json
TDSTT3P1,Skye Parking Ho Tin Street,綽德停車場河田街,绰德停车场河田街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt3p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt3p1.json
TDSTT41,Mei Yu Street,美裕街,美裕街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt41.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt41.json
TDSTT42,"Po Lam Road North, Area 10",第 10 區寶琳北路,第 10 区宝琳北路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt42.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt42.json
TDSTT43,Yuen Ching Road,元政路,元政路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt43.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt43.json
TDSTT44,Hong Kin Road,康健路,康健路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt44.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt44.json
TDSTT46,Junction of Hoi Shing Road and Hoi Kok Street,海盛路與海角街交界處,海盛路与海角街交界处,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt46.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt46.json
TDSTT47,Junction of Fat Kwong Street & Sheung Shing Street,佛光街常盛街交界,佛光街常盛街交界,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt47.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt47.json
TDSTT48,Opposite to Ma Hang Estate at Carmel Road,香港赤柱佳美道馬坑邨對面,香港赤柱佳美道马坑邨对面,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt48.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt48.json
TDSTT4P1,Ngau Pei Sha Street,牛皮沙街,牛皮沙街,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt4p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt4p1.json
TDSTT50,Sai Kung Chui Tong Road,西貢翠塘路,西贡翠塘路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt50.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt50.json
TDSTT56,"Hoi Kwai Road, Tsuen Wan",新界荃灣海貴路,新界荃湾海贵路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt56.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt56.json
TDSTT57P1,Tsing Chin Street Car Park,青芊街停車場,青芊街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt57p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt57p1.json
TDSTT57P2,Chi Wa Lane Car Park,置華里停車場,置华里停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt57p2.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt57p2.json
TDSTT59,Pui To Road Car Park,杯渡路停車場,杯渡路停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt59.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt59.json
TDSTT5P1,Skye Parking Ma Wo Road,綽德停車場馬窩路,绰德停车场马窝路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt5p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt5p1.json
TDSTT62,Shun Hing Street Car Park,沙頭角順興街停車場,沙头角顺兴街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt62.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt62.json
TDSTT64,Yick Yuen Road Car Park,屯門亦園路停車場,屯门亦园路停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt64.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt64.json
TDSTT65,Fo Shing Road Car Park,科城路停車埸,科城路停车埸,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt65.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt65.json
TDSTT71,Fung Yip Street Car Park,豐業街停車場,丰业街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt71.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt71.json
TDSTT72,Sai See Street Car Park,西市街停車場,西市街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt72.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt72.json
TDSTT73,To Wah Road car park,渡華路停車場,渡华路停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt73.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt73.json
TDSTT75,Pok Chuen Street Car Park,博泉街停車場,博泉街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt75.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt75.json
TDSTT77,Lok Wah Street Car Park,樂華街停車場,乐华街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt77.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt77.json
TDSTT7P1,Treasure Top Carpark (Tai Po Yee Nga Court),寶淘停車場(大埔怡雅苑),宝淘停车场(大埔怡雅苑),https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt7p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt7p1.json
TDSTT80,Choi Fai Street Car Park,彩暉街停車場,彩晖街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt80.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt80.json
TDSTT81,Chong San Road Car Park,創新路停車場,创新路停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt81.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt81.json
TDSTT82,Tin Chau Road Car Park,田洲路停車埸,田洲路停车埸,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt82.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt82.json
TDSTT83,Shek Kwu Lung Car Park,石古壟停車場,石古垄停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt83.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt83.json
TDSTT84,Dai Kwai Street Car Park,大貴街停車場,大贵街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt84.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt84.json
TDSTT86,Tai Shu Ha Road East Car Park,大樹下東路停車場,大树下东路停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt86.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt86.json
TDSTT89,Shek Kok Road,石角路,石角路,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt89.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt89.json
TDSTT90,Tung Chau Street,通州街停車場,通州街停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt90.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt90.json
TDSTT92,Junction of Hoi Wang Road and Lai Cheung Road,海泓道麗翔道交界,海泓道丽翔道交界,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt92.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt92.json
TDSTT93,Hoi Yu Street Car Park No 1,海裕街1號停車場,海裕街1号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt93.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt93.json
TDSTT94,Hoi Yu Street Car Park No 2,海裕街2號停車場,海裕街2号停车场,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt94.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt94.json
TDSTT9P1,Shing Hong Lane,盛康里,盛康里,https://resource.data.one.gov.hk/td/carpark/basic_info_tdstt9p1.json,https://resource.data.one.gov.hk/td/carpark/vacancy_tdstt9p1.json
